Date,Open,High,Low,Close,Adj Close,Volume
2022-08-04,0.066197,0.067502,0.066007,0.067357,0.067357,256457805
2022-08-05,0.067333,0.070117,0.067256,0.069765,0.069765,336216727
2022-08-06,0.069766,0.070999,0.068586,0.068674,0.068674,277979112
2022-08-07,0.068669,0.069899,0.067747,0.068940,0.068940,204862521
2022-08-08,0.068946,0.072058,0.068923,0.070055,0.070055,399183407
2022-08-09,0.070061,0.073886,0.068462,0.069125,0.069125,611327142
2022-08-10,0.069119,0.071309,0.067389,0.071195,0.071195,431172729
2022-08-11,0.071205,0.074646,0.070727,0.070930,0.070930,563908591
2022-08-12,0.070931,0.072480,0.070027,0.072345,0.072345,320410367
2022-08-13,0.072344,0.074860,0.071951,0.072840,0.072840,446287445
2022-08-14,0.072856,0.084013,0.072754,0.081687,0.081687,1530403447
2022-08-15,0.081698,0.081820,0.075151,0.076720,0.076720,855017472
2022-08-16,0.076695,0.088639,0.076394,0.086964,0.086964,1947377918
2022-08-17,0.086933,0.088113,0.079927,0.080154,0.080154,996272861
2022-08-18,0.080174,0.082087,0.074989,0.075079,0.075079,621394159
2022-08-19,0.075045,0.075183,0.067536,0.067939,0.067939,965543533
2022-08-20,0.067897,0.070961,0.067897,0.069540,0.069540,537299425
2022-08-21,0.069529,0.070646,0.067847,0.069448,0.069448,421455865
2022-08-22,0.069441,0.069489,0.065606,0.068391,0.068391,453413439
2022-08-23,0.068395,0.069169,0.067213,0.068770,0.068770,335476543
2022-08-24,0.068771,0.069415,0.067298,0.067990,0.067990,345474347
2022-08-25,0.067991,0.071579,0.067957,0.069094,0.069094,469798193
2022-08-26,0.069082,0.069296,0.063254,0.063572,0.063572,620512451
2022-08-27,0.063571,0.064065,0.062607,0.063587,0.063587,380887727
2022-08-28,0.063558,0.064268,0.061786,0.061786,0.061786,295086067
2022-08-29,0.061753,0.063982,0.061246,0.063887,0.063887,315005254
2022-08-30,0.063899,0.064408,0.060550,0.061525,0.061525,328934727
2022-08-31,0.061534,0.063333,0.061058,0.061330,0.061330,309748693
2022-09-01,0.061336,0.062479,0.060194,0.062372,0.062372,328765413
2022-09-02,0.062372,0.062712,0.060947,0.061635,0.061635,273453013
2022-09-03,0.061629,0.063601,0.061344,0.062694,0.062694,297123402
2022-09-04,0.062697,0.063714,0.062066,0.063226,0.063226,250044436
2022-09-05,0.063230,0.063640,0.061297,0.062738,0.062738,231918999
2022-09-06,0.062750,0.064642,0.058652,0.058983,0.058983,471485708
2022-09-07,0.058964,0.061450,0.057944,0.061104,0.061104,324781387
2022-09-08,0.061089,0.061293,0.059923,0.060977,0.060977,268099702
2022-09-09,0.060974,0.064622,0.060934,0.064018,0.064018,487988732
2022-09-10,0.064009,0.065241,0.063404,0.064776,0.064776,413101249
2022-09-11,0.064771,0.065187,0.063010,0.063714,0.063714,327741964
2022-09-12,0.063715,0.065194,0.062878,0.063905,0.063905,383630739
2022-09-13,0.063903,0.063981,0.059524,0.060129,0.060129,461644993
2022-09-14,0.059717,0.061425,0.059542,0.061173,0.061173,369554274
2022-09-15,0.061168,0.061211,0.058785,0.058791,0.058791,327176374
2022-09-16,0.058792,0.060423,0.058453,0.060423,0.060423,247011315
2022-09-17,0.060430,0.062315,0.060330,0.062210,0.062210,209604119
2022-09-18,0.062210,0.062210,0.057238,0.057520,0.057520,265405124
2022-09-19,0.057519,0.058744,0.056180,0.058612,0.058612,301268389
2022-09-20,0.058612,0.060262,0.057738,0.058417,0.058417,294929293
2022-09-21,0.058423,0.060478,0.056378,0.057404,0.057404,406017754
2022-09-22,0.057386,0.059838,0.056945,0.059599,0.059599,241738855
2022-09-23,0.059593,0.064032,0.059565,0.063336,0.063336,704823247
2022-09-24,0.063333,0.067973,0.063029,0.063234,0.063234,969527521
2022-09-25,0.063223,0.063679,0.060457,0.061152,0.061152,367453955
2022-09-26,0.061167,0.061797,0.060051,0.061089,0.061089,323710024
2022-09-27,0.061084,0.062931,0.059927,0.060609,0.060609,337427597
2022-09-28,0.060597,0.061039,0.058754,0.060623,0.060623,277399298
2022-09-29,0.060624,0.061036,0.059423,0.060728,0.060728,229157795
2022-09-30,0.060738,0.062040,0.059958,0.061653,0.061653,369084722
2022-10-01,0.061650,0.062806,0.060400,0.060627,0.060627,347895211
2022-10-02,0.060628,0.060908,0.059128,0.059288,0.059288,198168354
2022-10-03,0.059287,0.060467,0.059078,0.060384,0.060384,195766522
2022-10-04,0.060381,0.066252,0.060041,0.065962,0.065962,826424315
2022-10-05,0.065938,0.066465,0.062997,0.064735,0.064735,606625264
2022-10-06,0.064740,0.066618,0.063223,0.063444,0.063444,387962671
2022-10-07,0.063449,0.063717,0.061570,0.062409,0.062409,299717356
2022-10-08,0.062414,0.062576,0.061381,0.061678,0.061678,169254316
2022-10-09,0.061672,0.062342,0.061292,0.062156,0.062156,158280272
2022-10-10,0.062151,0.062469,0.059513,0.059513,0.059513,254559947
2022-10-11,0.059508,0.060653,0.057887,0.060258,0.060258,295967661
2022-10-12,0.060259,0.060866,0.059540,0.059881,0.059881,199133108
2022-10-13,0.059871,0.060159,0.055741,0.059674,0.059674,466439562
2022-10-14,0.059666,0.060943,0.058315,0.058643,0.058643,242691429
2022-10-15,0.058638,0.059567,0.058146,0.058580,0.058580,182208164
2022-10-16,0.058583,0.059415,0.058583,0.058914,0.058914,162246280
2022-10-17,0.058913,0.060057,0.058625,0.059935,0.059935,174261450
2022-10-18,0.059935,0.060773,0.058752,0.059776,0.059776,239236218
2022-10-19,0.059779,0.060680,0.058628,0.058713,0.058713,287297160
2022-10-20,0.058711,0.060237,0.058449,0.059536,0.059536,241388629
2022-10-21,0.059526,0.059526,0.057418,0.059334,0.059334,224787600
2022-10-22,0.059337,0.059846,0.059184,0.059694,0.059694,159431212
2022-10-23,0.059683,0.060379,0.058927,0.060347,0.060347,182523575
2022-10-24,0.060341,0.060814,0.058858,0.059506,0.059506,226574582
2022-10-25,0.059502,0.064049,0.059227,0.062882,0.062882,475512798
2022-10-26,0.062856,0.073274,0.062760,0.072800,0.072800,1357027720
2022-10-27,0.072799,0.084825,0.072033,0.077018,0.077018,2652784687
2022-10-28,0.077028,0.087901,0.072930,0.083897,0.083897,3172500998
2022-10-29,0.083933,0.149392,0.083387,0.121603,0.121603,12157642295
2022-10-30,0.121644,0.141657,0.112892,0.117802,0.117802,7908593943
2022-10-31,0.117752,0.130245,0.115076,0.127026,0.127026,5814247122
2022-11-01,0.126985,0.157203,0.125177,0.142575,0.142575,7877293443
2022-11-02,0.142524,0.147391,0.124067,0.127830,0.127830,4675647398
2022-11-03,0.127801,0.135990,0.121411,0.122592,0.122592,2570574344
2022-11-04,0.122555,0.128599,0.116445,0.126280,0.126280,2957002544
2022-11-05,0.126279,0.135145,0.123392,0.124388,0.124388,1907421740
2022-11-06,0.124382,0.126702,0.113634,0.114606,0.114606,1316810628
2022-11-07,0.114626,0.118577,0.108814,0.111299,0.111299,1337977256
2022-11-08,0.111278,0.112296,0.080654,0.088410,0.088410,3545838435
2022-11-09,0.088405,0.091096,0.072109,0.074288,0.074288,2807794508
2022-11-10,0.074296,0.093256,0.073735,0.089789,0.089789,2421832556
2022-11-11,0.089779,0.091865,0.081397,0.084885,0.084885,1305192050
2022-11-12,0.084909,0.093994,0.079300,0.088039,0.088039,1842469589
2022-11-13,0.088053,0.091137,0.083810,0.084893,0.084893,949584216
2022-11-14,0.084926,0.090774,0.080101,0.085879,0.085879,1212678659
2022-11-15,0.085879,0.088920,0.085360,0.086971,0.086971,640084422
2022-11-16,0.086964,0.090659,0.083986,0.085583,0.085583,712826081
2022-11-17,0.085594,0.086954,0.083178,0.084765,0.084765,461654197
2022-11-18,0.084764,0.086504,0.083805,0.084672,0.084672,337485766
2022-11-19,0.084672,0.084905,0.083387,0.084581,0.084581,246661551
2022-11-20,0.084582,0.085682,0.077043,0.077174,0.077174,499031478
2022-11-21,0.077175,0.077188,0.072404,0.074711,0.074711,660061266
2022-11-22,0.074708,0.078963,0.073407,0.078488,0.078488,556392479
2022-11-23,0.078500,0.083128,0.077966,0.081786,0.081786,529744394
2022-11-24,0.081792,0.083666,0.080759,0.081481,0.081481,360326829
2022-11-25,0.081469,0.090990,0.080937,0.089475,0.089475,1022484210
2022-11-26,0.089465,0.094740,0.088391,0.088988,0.088988,902063657
2022-11-27,0.088979,0.106433,0.088979,0.098712,0.098712,1965264746
2022-11-28,0.098676,0.099327,0.091449,0.095122,0.095122,1375600313
2022-11-29,0.095131,0.104712,0.094019,0.101853,0.101853,1352427444
2022-11-30,0.101827,0.108942,0.100304,0.106860,0.106860,1388624554
2022-12-01,0.106857,0.107381,0.101071,0.101584,0.101584,891639200
2022-12-02,0.101594,0.103260,0.097639,0.102148,0.102148,776013992
2022-12-03,0.102150,0.102823,0.098651,0.099824,0.099824,632114946
2022-12-04,0.099811,0.105264,0.099806,0.104286,0.104286,759219556
2022-12-05,0.104252,0.111012,0.100063,0.101474,0.101474,1051327257
2022-12-06,0.101480,0.102627,0.098508,0.100278,0.100278,534648134
2022-12-07,0.100281,0.100950,0.095017,0.095783,0.095783,622336382
2022-12-08,0.095785,0.098874,0.095367,0.098540,0.098540,492909327
2022-12-09,0.098538,0.099086,0.096001,0.096662,0.096662,423432535
2022-12-10,0.096663,0.097356,0.096258,0.096457,0.096457,242190274
2022-12-11,0.096464,0.097093,0.092668,0.092875,0.092875,300470314
2022-12-12,0.092872,0.093005,0.087288,0.090258,0.090258,749817261
2022-12-13,0.090255,0.094380,0.087718,0.090940,0.090940,766352149
2022-12-14,0.090958,0.092240,0.088244,0.088514,0.088514,549320298
2022-12-15,0.088508,0.088762,0.084419,0.084722,0.084722,412364377
2022-12-16,0.084722,0.086731,0.075388,0.075942,0.075942,699338853
2022-12-17,0.075944,0.079375,0.075893,0.079267,0.079267,495547979
2022-12-18,0.079262,0.079865,0.077920,0.078641,0.078641,256971055
2022-12-19,0.078648,0.079342,0.070913,0.071429,0.071429,581773249
2022-12-20,0.071442,0.075247,0.071422,0.074935,0.074935,438099132
2022-12-21,0.074932,0.074964,0.072010,0.073679,0.073679,349830700
2022-12-22,0.073678,0.077362,0.073391,0.076967,0.076967,593083646
2022-12-23,0.076961,0.078638,0.076742,0.077129,0.077129,398842519
2022-12-24,0.077128,0.077976,0.076818,0.077648,0.077648,165055617
2022-12-25,0.077632,0.077644,0.074229,0.075952,0.075952,423876257
2022-12-26,0.075965,0.076361,0.074772,0.075783,0.075783,248935710
2022-12-27,0.075763,0.076022,0.073131,0.073724,0.073724,290428818
2022-12-28,0.073727,0.073821,0.070052,0.070381,0.070381,496350491
2022-12-29,0.070380,0.071302,0.069771,0.071042,0.071042,285144119
2022-12-30,0.071032,0.071308,0.066953,0.068404,0.068404,419889739
2022-12-31,0.068394,0.071109,0.068162,0.070294,0.070294,289371049
2023-01-01,0.070287,0.070685,0.069289,0.070225,0.070225,185279750
2023-01-02,0.070225,0.072479,0.069358,0.071454,0.071454,405800240
2023-01-03,0.071456,0.072197,0.069774,0.070468,0.070468,283398864
2023-01-04,0.070468,0.073250,0.070310,0.073237,0.073237,343264145
2023-01-05,0.073233,0.075027,0.071400,0.071550,0.071550,424927580
2023-01-06,0.071555,0.072570,0.070344,0.072470,0.072470,306914647
2023-01-07,0.072469,0.072844,0.071876,0.072222,0.072222,173703551
2023-01-08,0.072210,0.073612,0.071546,0.073601,0.073601,246133445
2023-01-09,0.073592,0.079211,0.073258,0.075784,0.075784,853703837
2023-01-10,0.075769,0.077731,0.074690,0.077729,0.077729,492952309
2023-01-11,0.077734,0.078181,0.075178,0.078153,0.078153,394318759
2023-01-12,0.079214,0.080717,0.076988,0.080286,0.080286,706796194
2023-01-13,0.080284,0.084916,0.079184,0.084438,0.084438,575039277
2023-01-14,0.084439,0.091870,0.084362,0.087323,0.087323,1101070507
2023-01-15,0.087334,0.087686,0.083130,0.086131,0.086131,501123418
2023-01-16,0.086127,0.087904,0.082308,0.083636,0.083636,537067710
2023-01-17,0.083652,0.084720,0.082756,0.082982,0.082982,366437449
2023-01-18,0.082978,0.089458,0.080174,0.080191,0.080191,1094371447
2023-01-19,0.080171,0.082052,0.080132,0.081660,0.081660,337970684
2023-01-20,0.081649,0.086760,0.080767,0.086403,0.086403,444441989
2023-01-21,0.086408,0.088706,0.084761,0.084765,0.084765,716057148
2023-01-22,0.084771,0.092892,0.084771,0.088304,0.088304,794717541
2023-01-23,0.088310,0.091150,0.087327,0.088605,0.088605,661273714
2023-01-24,0.088577,0.090592,0.083660,0.083950,0.083950,559881331
2023-01-25,0.083966,0.087880,0.082446,0.086594,0.086594,542521010
2023-01-26,0.086569,0.087358,0.085549,0.086373,0.086373,424196515
2023-01-27,0.086365,0.087746,0.084525,0.087123,0.087123,400056534
2023-01-28,0.087124,0.092969,0.087124,0.087788,0.087788,642333816
2023-01-29,0.087783,0.090859,0.087544,0.090233,0.090233,458157342
2023-01-30,0.090221,0.091837,0.085399,0.088337,0.088337,787132771
2023-01-31,0.088329,0.097335,0.088329,0.096167,0.096167,1542889216
2023-02-01,0.096157,0.096599,0.088752,0.094171,0.094171,1110308356
2023-02-02,0.094145,0.095753,0.090957,0.090979,0.090979,776556390
2023-02-03,0.090984,0.093209,0.090667,0.092987,0.092987,548668917
2023-02-04,0.093044,0.099359,0.092663,0.097430,0.097430,996255232